run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	library_strategy	run_alias	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title
SRR4041276	SAMN05590492	SRX2032408	PRJNA328258	408170	human gut metagenome	AMPLICON	174053619_S28_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/006/SRR4041276/SRR4041276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/006/SRR4041276/SRR4041276_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/006/SRR4041276	28	NS28
SRR4041277	SAMN05590493	SRX2032409	PRJNA328258	408170	human gut metagenome	AMPLICON	E01_S5_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/007/SRR4041277/SRR4041277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/007/SRR4041277/SRR4041277_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/007/SRR4041277	29	NS29
SRR4041278	SAMN05590494	SRX2032410	PRJNA328258	408170	human gut metagenome	AMPLICON	174053595_S30_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/008/SRR4041278/SRR4041278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/008/SRR4041278/SRR4041278_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/008/SRR4041278	30	NS30
SRR4041280	SAMN05590469	SRX2032412	PRJNA328258	408170	human gut metagenome	AMPLICON	174053616_S4_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/000/SRR4041280/SRR4041280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/000/SRR4041280/SRR4041280_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/000/SRR4041280	4	NS4
SRR4041285	SAMN05590500	SRX2032417	PRJNA328258	408170	human gut metagenome	AMPLICON	174053620_S36_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/005/SRR4041285/SRR4041285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/005/SRR4041285/SRR4041285_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/005/SRR4041285	36	NS36
SRR4041287	SAMN05590502	SRX2032419	PRJNA328258	408170	human gut metagenome	AMPLICON	174053596_S38_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/007/SRR4041287/SRR4041287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/007/SRR4041287/SRR4041287_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/007/SRR4041287	38	NS38
SRR4041288	SAMN05590503	SRX2032420	PRJNA328258	408170	human gut metagenome	AMPLICON	174053587_S39_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/008/SRR4041288/SRR4041288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/008/SRR4041288/SRR4041288_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/008/SRR4041288	39	NS39
SRR4041302	SAMN05590471	SRX2032434	PRJNA328258	408170	human gut metagenome	AMPLICON	174053592_S6_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/002/SRR4041302/SRR4041302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/002/SRR4041302/SRR4041302_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/002/SRR4041302	6	NS6
SRR4041305	SAMN05590518	SRX2032437	PRJNA328258	408170	human gut metagenome	AMPLICON	174053656_S57_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/005/SRR4041305/SRR4041305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/005/SRR4041305/SRR4041305_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/005/SRR4041305	57	NS57
SRR4041307	SAMN05590520	SRX2032439	PRJNA328258	408170	human gut metagenome	AMPLICON	174053632_S59_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/007/SRR4041307/SRR4041307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/007/SRR4041307/SRR4041307_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/007/SRR4041307	59	NS59
SRR4041311	SAMN05590524	SRX2032443	PRJNA328258	408170	human gut metagenome	AMPLICON	174053584_S63_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/001/SRR4041311/SRR4041311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/001/SRR4041311/SRR4041311_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/001/SRR4041311	63	NS63
SRR4041312	SAMN05590525	SRX2032444	PRJNA328258	408170	human gut metagenome	AMPLICON	174053655_S65_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/002/SRR4041312/SRR4041312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/002/SRR4041312/SRR4041312_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/002/SRR4041312	65	NS65
SRR4041318	SAMN05590530	SRX2032450	PRJNA328258	408170	human gut metagenome	AMPLICON	D02_S12_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/008/SRR4041318/SRR4041318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/008/SRR4041318/SRR4041318_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/008/SRR4041318	70	NS70
SRR4041327	SAMN05590533	SRX2032459	PRJNA328258	408170	human gut metagenome	AMPLICON	G02_S15_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/007/SRR4041327/SRR4041327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/007/SRR4041327/SRR4041327_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/007/SRR4041327	73	NS73
SRR4041338	SAMN05590543	SRX2032470	PRJNA328258	408170	human gut metagenome	AMPLICON	F03_S22_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/008/SRR4041338/SRR4041338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/008/SRR4041338/SRR4041338_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/008/SRR4041338	83	NS83
SRR4041342	SAMN05590546	SRX2032474	PRJNA328258	408170	human gut metagenome	AMPLICON	A04_S25_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/002/SRR4041342/SRR4041342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/002/SRR4041342/SRR4041342_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/002/SRR4041342	86	NS86
SRR4041344	SAMN05590548	SRX2032476	PRJNA328258	408170	human gut metagenome	AMPLICON	C04_S27_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/004/SRR4041344/SRR4041344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/004/SRR4041344/SRR4041344_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/004/SRR4041344	88	NS88
SRR15540842	SAMN05590485	SRX11839009	PRJNA328258	408170	human gut metagenome	WGS	21_020_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/042/SRR15540842/SRR15540842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/042/SRR15540842/SRR15540842_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR155/042/SRR15540842	21	NS21
SRR15540844	SAMN05590478	SRX11839007	PRJNA328258	408170	human gut metagenome	WGS	13_010_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/044/SRR15540844/SRR15540844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/044/SRR15540844/SRR15540844_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR155/044/SRR15540844	13	NS13
SRR15540848	SAMN05590543	SRX11839003	PRJNA328258	408170	human gut metagenome	WGS	83_007_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/048/SRR15540848/SRR15540848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/048/SRR15540848/SRR15540848_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR155/048/SRR15540848	83	NS83
SRR15540850	SAMN05590539	SRX11839001	PRJNA328258	408170	human gut metagenome	WGS	79_019_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/050/SRR15540850/SRR15540850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/050/SRR15540850/SRR15540850_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR155/050/SRR15540850	79	NS79
SRR15540851	SAMN05590538	SRX11839000	PRJNA328258	408170	human gut metagenome	WGS	78_001_001_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/051/SRR15540851/SRR15540851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/051/SRR15540851/SRR15540851_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR155/051/SRR15540851	78	NS78
SRR15540854	SAMN05590532	SRX11838997	PRJNA328258	408170	human gut metagenome	WGS	72_012_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/054/SRR15540854/SRR15540854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/054/SRR15540854/SRR15540854_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR155/054/SRR15540854	72	NS72
SRR15540855	SAMN05590531	SRX11838996	PRJNA328258	408170	human gut metagenome	WGS	71_016_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/055/SRR15540855/SRR15540855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/055/SRR15540855/SRR15540855_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR155/055/SRR15540855	71	NS71
SRR15540863	SAMN05590505	SRX11838988	PRJNA328258	408170	human gut metagenome	WGS	41_015_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/063/SRR15540863/SRR15540863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/063/SRR15540863/SRR15540863_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR155/063/SRR15540863	41	NS41
SRR15540868	SAMN05590500	SRX11838983	PRJNA328258	408170	human gut metagenome	WGS	36_002_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/068/SRR15540868/SRR15540868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/068/SRR15540868/SRR15540868_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR155/068/SRR15540868	36	NS36
SRR15540869	SAMN05590498	SRX11838982	PRJNA328258	408170	human gut metagenome	WGS	34_005_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/069/SRR15540869/SRR15540869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/069/SRR15540869/SRR15540869_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR155/069/SRR15540869	34	NS34
SRR15540870	SAMN05590496	SRX11838981	PRJNA328258	408170	human gut metagenome	WGS	32_002_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/070/SRR15540870/SRR15540870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/070/SRR15540870/SRR15540870_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR155/070/SRR15540870	32	NS32
SRR15540874	SAMN05590491	SRX11838977	PRJNA328258	408170	human gut metagenome	WGS	27_022_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/074/SRR15540874/SRR15540874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/074/SRR15540874/SRR15540874_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR155/074/SRR15540874	27	NS27
SRR15540875	SAMN05590471	SRX11838976	PRJNA328258	408170	human gut metagenome	WGS	6_003_R1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/075/SRR15540875/SRR15540875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/075/SRR15540875/SRR15540875_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR155/075/SRR15540875	6	NS6
SRR4041257	SAMN05590466	SRX2032389	PRJNA328258	408170	human gut metagenome	AMPLICON	174050075_S1_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/007/SRR4041257/SRR4041257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/007/SRR4041257/SRR4041257_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/007/SRR4041257	1	NS1
SRR4041264	SAMN05590481	SRX2032396	PRJNA328258	408170	human gut metagenome	AMPLICON	A01_S1_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/004/SRR4041264/SRR4041264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/004/SRR4041264/SRR4041264_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/004/SRR4041264	17	NS17
SRR4041267	SAMN05590484	SRX2032399	PRJNA328258	408170	human gut metagenome	AMPLICON	174053618_S20_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/007/SRR4041267/SRR4041267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/007/SRR4041267/SRR4041267_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/007/SRR4041267	20	NS20
SRR4041268	SAMN05590485	SRX2032400	PRJNA328258	408170	human gut metagenome	AMPLICON	174053613_S21_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/008/SRR4041268/SRR4041268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/008/SRR4041268/SRR4041268_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/008/SRR4041268	21	NS21
SRR4041281	SAMN05590496	SRX2032413	PRJNA328258	408170	human gut metagenome	AMPLICON	174053571_S32_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/001/SRR4041281/SRR4041281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/001/SRR4041281/SRR4041281_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/001/SRR4041281	32	NS32
SRR4041283	SAMN05590498	SRX2032415	PRJNA328258	408170	human gut metagenome	AMPLICON	174053644_S34_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/003/SRR4041283/SRR4041283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/003/SRR4041283/SRR4041283_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/003/SRR4041283	34	NS34
SRR4041284	SAMN05590499	SRX2032416	PRJNA328258	408170	human gut metagenome	AMPLICON	174053635_S35_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/004/SRR4041284/SRR4041284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/004/SRR4041284/SRR4041284_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/004/SRR4041284	35	NS35
SRR4041286	SAMN05590501	SRX2032418	PRJNA328258	408170	human gut metagenome	AMPLICON	174053611_S37_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/006/SRR4041286/SRR4041286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/006/SRR4041286/SRR4041286_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/006/SRR4041286	37	NS37
SRR4041289	SAMN05590504	SRX2032421	PRJNA328258	408170	human gut metagenome	AMPLICON	174053572_S40_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/009/SRR4041289/SRR4041289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/009/SRR4041289/SRR4041289_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/009/SRR4041289	40	NS40
SRR4041290	SAMN05590505	SRX2032422	PRJNA328258	408170	human gut metagenome	AMPLICON	174053658_S41_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/000/SRR4041290/SRR4041290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/000/SRR4041290/SRR4041290_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/000/SRR4041290	41	NS41
SRR4041292	SAMN05590506	SRX2032424	PRJNA328258	408170	human gut metagenome	AMPLICON	174053645_S42_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/002/SRR4041292/SRR4041292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/002/SRR4041292/SRR4041292_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/002/SRR4041292	42	NS42
SRR4041293	SAMN05590507	SRX2032425	PRJNA328258	408170	human gut metagenome	AMPLICON	174053634_S43_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/003/SRR4041293/SRR4041293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/003/SRR4041293/SRR4041293_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/003/SRR4041293	43	NS43
SRR4041294	SAMN05590508	SRX2032426	PRJNA328258	408170	human gut metagenome	AMPLICON	174053621_S44_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/004/SRR4041294/SRR4041294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/004/SRR4041294/SRR4041294_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/004/SRR4041294	44	NS44
SRR4041295	SAMN05590509	SRX2032427	PRJNA328258	408170	human gut metagenome	AMPLICON	174053610_S45_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/005/SRR4041295/SRR4041295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/005/SRR4041295/SRR4041295_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/005/SRR4041295	45	NS45
SRR4041297	SAMN05590511	SRX2032429	PRJNA328258	408170	human gut metagenome	AMPLICON	174053586_S47_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/007/SRR4041297/SRR4041297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/007/SRR4041297/SRR4041297_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/007/SRR4041297	47	NS47
SRR4041298	SAMN05590512	SRX2032430	PRJNA328258	408170	human gut metagenome	AMPLICON	174053657_S49_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/008/SRR4041298/SRR4041298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/008/SRR4041298/SRR4041298_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/008/SRR4041298	49	NS49
SRR4041301	SAMN05590515	SRX2032433	PRJNA328258	408170	human gut metagenome	AMPLICON	174053622_S52_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/001/SRR4041301/SRR4041301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/001/SRR4041301/SRR4041301_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/001/SRR4041301	52	NS52
SRR4041304	SAMN05590517	SRX2032436	PRJNA328258	408170	human gut metagenome	AMPLICON	174053585_S55_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/004/SRR4041304/SRR4041304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/004/SRR4041304/SRR4041304_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/004/SRR4041304	55	NS55
SRR4041309	SAMN05590522	SRX2032441	PRJNA328258	408170	human gut metagenome	AMPLICON	B02_S10_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/009/SRR4041309/SRR4041309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/009/SRR4041309/SRR4041309_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/009/SRR4041309	61	NS61
SRR4041316	SAMN05590528	SRX2032448	PRJNA328258	408170	human gut metagenome	AMPLICON	174053624_S68_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/006/SRR4041316/SRR4041316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/006/SRR4041316/SRR4041316_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/006/SRR4041316	68	NS68
SRR4041317	SAMN05590529	SRX2032449	PRJNA328258	408170	human gut metagenome	AMPLICON	174053607_S69_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/007/SRR4041317/SRR4041317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/007/SRR4041317/SRR4041317_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/007/SRR4041317	69	NS69
SRR4041320	SAMN05590532	SRX2032452	PRJNA328258	408170	human gut metagenome	AMPLICON	F02_S14_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/000/SRR4041320/SRR4041320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/000/SRR4041320/SRR4041320_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/000/SRR4041320	72	NS72
SRR4041330	SAMN05590473	SRX2032462	PRJNA328258	408170	human gut metagenome	AMPLICON	174053568_S8_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/000/SRR4041330/SRR4041330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/000/SRR4041330/SRR4041330_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/000/SRR4041330	8	NS8
SRR4041333	SAMN05590538	SRX2032465	PRJNA328258	408170	human gut metagenome	AMPLICON	A03_S17_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/003/SRR4041333/SRR4041333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/003/SRR4041333/SRR4041333_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/003/SRR4041333	78	NS78
SRR4041336	SAMN05590541	SRX2032468	PRJNA328258	408170	human gut metagenome	AMPLICON	D03_S20_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/006/SRR4041336/SRR4041336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/006/SRR4041336/SRR4041336_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/006/SRR4041336	81	NS81
SRR4041340	SAMN05590545	SRX2032472	PRJNA328258	408170	human gut metagenome	AMPLICON	H03_S24_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/000/SRR4041340/SRR4041340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/000/SRR4041340/SRR4041340_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/000/SRR4041340	85	NS85
SRR4041343	SAMN05590547	SRX2032475	PRJNA328258	408170	human gut metagenome	AMPLICON	B04_S26_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/003/SRR4041343/SRR4041343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/003/SRR4041343/SRR4041343_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/003/SRR4041343	87	NS87
SRR4041346	SAMN05590475	SRX2032478	PRJNA328258	408170	human gut metagenome	AMPLICON	174053641_S10_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/006/SRR4041346/SRR4041346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR404/006/SRR4041346/SRR4041346_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR404/006/SRR4041346	10	NS10

