Taxon	coef	adj.p	taxRank	dataset	database	DAA_tool
Prevotella	-3.4015734276591405	0.01563763174888659	Genus	NAFLD	SM_genbank-2022.03	edgeR
Butyricimonas	-4.257396476735073	0.01660045263661758	Genus	NAFLD	SM_genbank-2022.03	edgeR
Sutterella	-3.935588057418867	0.0192166651712313	Genus	NAFLD	SM_genbank-2022.03	edgeR
Terrisporobacter	3.1284205997821903	0.0192166651712313	Genus	NAFLD	SM_genbank-2022.03	edgeR
Solobacterium	3.825044452654504	0.02561940511166036	Genus	NAFLD	SM_genbank-2022.03	edgeR
Mediterraneibacter	1.4437665826480603	0.02692832645012451	Genus	NAFLD	SM_genbank-2022.03	edgeR
Phascolarctobacterium	-3.2709771259495675	0.02894984385027366	Genus	NAFLD	SM_genbank-2022.03	edgeR
Dielma	-2.76304015150361	0.03093886056838526	Genus	NAFLD	SM_genbank-2022.03	edgeR
Ligilactobacillus	3.904342566085635	0.03093886056838526	Genus	NAFLD	SM_genbank-2022.03	edgeR
Lacrimispora	2.1735095289038098	0.03477909800127857	Genus	NAFLD	SM_genbank-2022.03	edgeR
Tyzzerella	-4.040281576734666	0.03668340604184596	Genus	NAFLD	SM_genbank-2022.03	edgeR
Intestinimonas	-9.044976505085478	7.834292624861887e-8	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
JAHZIE01	-6.751217078894968	7.110714221507931e-7	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Actinomyces	6.353574645677887	7.110714221507931e-7	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Gemella	5.9562433005323365	7.110714221507931e-7	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Luoshenia	-5.6345331551685405	1.8134383888651133e-6	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Massilioclostridium	-6.630193034207153	1.8134383888651133e-6	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Campylobacter	-4.915831894488552	3.066222852676916e-5	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Merdivicinus	-4.824172871032744	3.066222852676916e-5	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Flavonifractor	-4.253653233790331	4.9861434187486965e-5	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
KLE1615	3.4696725305887357	8.746719944735508e-5	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
UMGS1696	-4.877381395187783	4.117534894864157e-4	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Lawsonibacter	-4.403911877147918	6.230862790038952e-4	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
CAG-274	6.179527376889309	6.562234079248487e-4	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Pseudomonas	6.785752644054373	8.75415200812612e-4	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
COE1	-4.969400804882794	0.00158457964506718	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Butyricimonas	-5.526988415757839	0.00416074947191979	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Hungatella	-4.674406491720731	0.00514105205870947	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Pauljensenia	3.879144904678124	0.00719409065875162	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Phocaeicola	-2.3643547920603294	0.00883623863884839	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Guopingia	-3.422053227719974	0.00980284848008877	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Bacteroides	-2.3246050264643268	0.0123210212210754	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
JANFXS01	-3.713943224712552	0.01389088772059098	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Dielma	-3.370695312507882	0.01408723214194726	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
HGM11616	-3.479730101741131	0.01588220348493892	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Geddesella	3.0986270609702857	0.01650364283540636	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
CAG-273	4.671717620823958	0.01672491516168782	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
CAG-238	-3.6646001613387886	0.01717758224223973	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Dysosmobacter	-2.556508389388702	0.01900902317666437	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Sutterella	-3.928831797981013	0.01900902317666437	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Anaerotardibacter	3.840656606849176	0.01900902317666437	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Diplocloster	-3.1464095652567132	0.019105968408906802	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Terrisporobacter	3.3201389726074964	0.01945071542410018	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Parabacteroides	-2.402013864733472	0.02050052561022548	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
RUG115	3.575342697612539	0.02102872709771628	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Longibaculum	-3.494822890171855	0.02102872709771628	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Fusicatenibacter	1.866906144812258	0.02559529987221723	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Prevotella	-3.2726576343317086	0.02865768172579486	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Pseudoflavonifractor	-2.8010184735283574	0.03314841632735967	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
UMGS1766	-2.5564657141890166	0.03314841632735967	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
PeH17	-4.016375141276868	0.03314841632735967	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Monoglobus	-3.6551755272414006	0.0389918776251615	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Massiliimalia	-2.656272397159907	0.0389918776251615	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Barnesiella	-3.74558323230701	0.0389918776251615	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Romboutsia	2.2851585211820225	0.0389918776251615	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Pseudolachnospira	2.6268379777048225	0.03944026916482577	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
CAJFUH01	-2.904358636920392	0.03984840038429858	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Acidaminococcus	-3.71412679533115	0.04120825487666103	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Mediterraneibacter	1.5918898068722225	0.04417058774536264	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Egerieisoma	3.0862642656604207	0.04417058774536264	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Egerieimonas	2.524058341808107	0.04821611289671544	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
Massilistercora	-3.5412413772993494	0.04821611289671544	Genus	NAFLD	SM_gtdb-rs214-full	edgeR
CAG-274	10.061789381865964	1.1316943532881688e-8	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
DXTB01	-7.330036368128955	7.272402498730541e-7	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
JAHZIE01	-6.535654541847526	8.137363976578731e-7	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Intestinimonas	-7.995141516861803	8.137363976578731e-7	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Actinomyces	5.765278205606472	1.990123258884125e-6	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Gemella	5.623694088755743	2.0750585046914716e-6	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Merdivicinus	-4.8249151986018255	4.3510287956327174e-5	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Campylobacter	-4.700893615012706	5.696392132502626e-5	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Luoshenia	-4.618093841670456	6.014960004181025e-5	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Flavonifractor	-4.064074562140212	1.628130395974769e-4	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Pseudoflavonifractor	-4.409854989942695	4.3663528756891486e-4	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Butyricimonas	-5.041646297816762	5.227735658204896e-4	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
KLE1615	3.878795357951635	5.227735658204896e-4	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Lawsonibacter	-4.02524546903188	5.227735658204896e-4	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Hungatella	-5.338011094263137	6.151375358428999e-4	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
UMGS1696	-4.295314846714279	0.00154770593347203	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Guopingia	-3.764293445510427	0.00183475135938446	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Phocaeicola	-2.75320800141429	0.00209631250873307	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Diplocloster	-3.775971162579934	0.00294816921047367	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Pauljensenia	3.983156593463553	0.00411697661753387	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
COE1	-4.267746712909035	0.00708616781986743	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Anaerotardibacter	4.145974117519739	0.0084088419005124	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Bacteroides	-2.4384190089297895	0.00895092025551808	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Longibaculum	-3.911302097161399	0.00932407161837757	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
JANFXS01	-3.757456096618634	0.00948523905207526	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Parabacteroides	-2.7138089035450728	0.01151552510607785	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Sutterella	-4.102840507155778	0.01157952070703916	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Choladousia	2.6151661837852975	0.01157952070703916	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
CAG-273	4.62330751643004	0.01472693089243844	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Dielma	-3.2032855075615827	0.01472693089243844	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Fusicatenibacter	1.968335962560848	0.01493114914962873	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Terrisporobacter	3.3000292660727046	0.01594607521146799	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
CAG-238	-3.4543103968964814	0.01594607521146799	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
43-108	-2.9768315069113687	0.01836732599341634	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Dysosmobacter	-1.652829915407724	0.01976112347749532	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
HGM11616	-3.197447024131698	0.02024030361819874	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Ligilactobacillus	4.063974624660676	0.02813848909653115	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Geddesella	2.596429034879833	0.03242854696719471	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Romboutsia	2.414394524998724	0.03356725835792427	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Phascolarctobacterium	-3.2925818070770365	0.03394566277916239	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Acidaminococcus	-3.862764004477096	0.0344656339589077	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Monoglobus	-3.65201419954971	0.03460351371172766	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
PeH17	-3.793891501617986	0.03841777533741986	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Egerieisoma	3.1172289138210605	0.04375173123763212	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Prevotella	-3.01787657679681	0.04452234946795897	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Bittarella	-2.7172589028855456	0.04452234946795897	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
CAJFUH01	-2.8113156166476885	0.04577989582350276	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Egerieimonas	2.5962134697427137	0.04577989582350276	Genus	NAFLD	SM_gtdb-rs214-rep	edgeR
Peptacetobacter	8.864389482877058	2.4085591518078325e-8	Genus	NAFLD	KB20	edgeR
Gardnerella	-5.747169532236109	1.269346814828671e-6	Genus	NAFLD	KB20	edgeR
Sarcina	7.920769629840683	4.678752957588024e-6	Genus	NAFLD	KB20	edgeR
Flavonifractor	-3.82082888247535	8.23590147944105e-6	Genus	NAFLD	KB20	edgeR
Abiotrophia	3.716713705553196	6.001160071668043e-5	Genus	NAFLD	KB20	edgeR
Coprobacter	-5.007595383617389	2.6045241462946514e-4	Genus	NAFLD	KB20	edgeR
Raoultella	2.9786559225342604	5.11279414050039e-4	Genus	NAFLD	KB20	edgeR
Petrimonas	-3.5610401943201793	6.910428669014408e-4	Genus	NAFLD	KB20	edgeR
Sodaliphilus	-4.144100680542382	8.175472257860248e-4	Genus	NAFLD	KB20	edgeR
Butyricimonas	-3.8755912171046503	0.00102589011130663	Genus	NAFLD	KB20	edgeR
Phocaeicola	-2.707480584937018	0.00291048401810227	Genus	NAFLD	KB20	edgeR
Pseudomonas	-3.935180200812196	0.00319180823182335	Genus	NAFLD	KB20	edgeR
Minimicrobia	2.6217286627215937	0.00334581254793868	Genus	NAFLD	KB20	edgeR
Methylibium	-2.2727934300026176	0.00539013761246765	Genus	NAFLD	KB20	edgeR
Monoglobus	-3.9326491940459607	0.00539013761246765	Genus	NAFLD	KB20	edgeR
Prevotella	-3.900196024758608	0.00539013761246765	Genus	NAFLD	KB20	edgeR
Mobiluncus	-3.185741541746273	0.00539013761246765	Genus	NAFLD	KB20	edgeR
Geobacter	2.346162937558266	0.00539013761246765	Genus	NAFLD	KB20	edgeR
Nanosynbacter	2.114258650159038	0.00610695003679312	Genus	NAFLD	KB20	edgeR
Peptoclostridium	-2.4408296843494113	0.00610695003679312	Genus	NAFLD	KB20	edgeR
Massilistercora	-2.822774765352587	0.00610695003679312	Genus	NAFLD	KB20	edgeR
Brucella	2.1197133746789576	0.00918901940289877	Genus	NAFLD	KB20	edgeR
Jonquetella	-1.9548051037388572	0.00918901940289877	Genus	NAFLD	KB20	edgeR
Delftia	2.6154479022835018	0.00947647151040704	Genus	NAFLD	KB20	edgeR
Helcococcus	-2.4531419825187606	0.00974534887994517	Genus	NAFLD	KB20	edgeR
Gemella	2.09871188071687	0.00974534887994517	Genus	NAFLD	KB20	edgeR
Helicobacter	-2.175954483537443	0.00974534887994517	Genus	NAFLD	KB20	edgeR
Lancefieldella	2.288936846954097	0.00974534887994517	Genus	NAFLD	KB20	edgeR
Parabacteroides	-2.3403333276764338	0.00974534887994517	Genus	NAFLD	KB20	edgeR
Mycolicibacterium	2.2666187653235776	0.00974534887994517	Genus	NAFLD	KB20	edgeR
Turicimonas	2.975825414505676	0.01183912851528422	Genus	NAFLD	KB20	edgeR
Intestinimonas	-2.054018551684762	0.01454509431048295	Genus	NAFLD	KB20	edgeR
Bacteroides	-2.1774251490591108	0.01466766573377873	Genus	NAFLD	KB20	edgeR
Solibaculum	-2.0879834563888777	0.01629955664574554	Genus	NAFLD	KB20	edgeR
Klebsiella	3.7528306077796647	0.02015464772524922	Genus	NAFLD	KB20	edgeR
Eikenella	-2.6499405881816043	0.02336232415482473	Genus	NAFLD	KB20	edgeR
Alkaliphilus	1.625813668259482	0.0248545814445206	Genus	NAFLD	KB20	edgeR
Pusillimonas (ex Kitahara et al. 2021)	-1.763674139792177	0.02797709613002961	Genus	NAFLD	KB20	edgeR
Bacillus	1.636437285636355	0.02921842199941982	Genus	NAFLD	KB20	edgeR
Hydrogenophaga	-1.7054384068292394	0.03415857721778723	Genus	NAFLD	KB20	edgeR
Actinobacillus	-2.6547046617124894	0.03415857721778723	Genus	NAFLD	KB20	edgeR
Brachyspira	-2.685048899481897	0.03921431061368811	Genus	NAFLD	KB20	edgeR
Ruthenibacterium	-1.83759547316259	0.04315138324268355	Genus	NAFLD	KB20	edgeR
Lactobacillus	2.503750641565628	0.04363555744154116	Genus	NAFLD	KB20	edgeR
Flintibacter	-1.8231207531215683	0.04587625073439644	Genus	NAFLD	KB20	edgeR
Oscillibacter	-1.4083978517462998	0.04974448194117357	Genus	NAFLD	KB20	edgeR
Neisseria	-1.8063233747240384	0.04974448194117357	Genus	NAFLD	KB20	edgeR
Ligilactobacillus	2.9164531976446835	0.04974448194117357	Genus	NAFLD	KB20	edgeR
Thermoanaerobacter	2.370137261909298	0.04974448194117357	Genus	NAFLD	KB20	edgeR
Lawsonella	-2.906144367585514	0.04974448194117357	Genus	NAFLD	KB20	edgeR
Granulicatella	1.615926336547559	0.04974448194117357	Genus	NAFLD	KB20	edgeR
Pauljensenia	1.7454600593319456	0.04974448194117357	Genus	NAFLD	KB20	edgeR
Berryella	1.9822907539657864	0.04974448194117357	Genus	NAFLD	KB20	edgeR
Flavonifractor	-4.7862416867883875	8.760176920022128e-7	Genus	NAFLD	KB51	edgeR
Peptacetobacter	8.982828313771892	8.760176920022128e-7	Genus	NAFLD	KB51	edgeR
Sarcina	7.59969933931508	5.935945430876814e-6	Genus	NAFLD	KB51	edgeR
Coprobacter	-6.979572118105503	6.200211308118179e-6	Genus	NAFLD	KB51	edgeR
Sodaliphilus	-4.308343192655299	1.633500430613685e-4	Genus	NAFLD	KB51	edgeR
Prevotella	-5.61127071012767	1.6745622554306883e-4	Genus	NAFLD	KB51	edgeR
Berryella	4.001166818782781	1.6745622554306883e-4	Genus	NAFLD	KB51	edgeR
Phocaeicola	-3.4408219709802577	4.010129694147323e-4	Genus	NAFLD	KB51	edgeR
Lawsonella	-4.112581220525561	9.311407312351912e-4	Genus	NAFLD	KB51	edgeR
Butyricimonas	-4.094139183317306	0.00138674675952269	Genus	NAFLD	KB51	edgeR
Butyrivibrio	2.6562113018912936	0.00270983499767195	Genus	NAFLD	KB51	edgeR
Parabacteroides	-2.868577875581422	0.00497498001348732	Genus	NAFLD	KB51	edgeR
Intestinimonas	-2.9600394981599254	0.00497498001348732	Genus	NAFLD	KB51	edgeR
Bacteroides	-2.760700549712591	0.00521570268221331	Genus	NAFLD	KB51	edgeR
Ruminiclostridium	3.136144077166301	0.00628983444611316	Genus	NAFLD	KB51	edgeR
Mobiluncus	-2.4140472162198003	0.00685703310729176	Genus	NAFLD	KB51	edgeR
Monoglobus	-3.992228940244259	0.00727342358963128	Genus	NAFLD	KB51	edgeR
Helcococcus	-2.054823073530039	0.00727342358963128	Genus	NAFLD	KB51	edgeR
Minimicrobia	2.397467475240626	0.00762524264726844	Genus	NAFLD	KB51	edgeR
Turicimonas	2.284841988627688	0.00762524264726844	Genus	NAFLD	KB51	edgeR
Fastidiosipila	-2.153405763160929	0.0081059478706786	Genus	NAFLD	KB51	edgeR
Lactococcus	2.630245323130638	0.00898446542291489	Genus	NAFLD	KB51	edgeR
Klebsiella	4.24687771939308	0.00993388482387451	Genus	NAFLD	KB51	edgeR
Megasphaera	-4.872959637623526	0.00993388482387451	Genus	NAFLD	KB51	edgeR
Acidaminococcus	-4.35703107833853	0.00993388482387451	Genus	NAFLD	KB51	edgeR
Fusobacterium	-3.287359653442384	0.00993388482387451	Genus	NAFLD	KB51	edgeR
Campylobacter	-2.506825422142316	0.00993388482387451	Genus	NAFLD	KB51	edgeR
Porphyromonas	-2.8443379804047426	0.00993388482387451	Genus	NAFLD	KB51	edgeR
Abiotrophia	2.7041419514601333	0.00993388482387451	Genus	NAFLD	KB51	edgeR
Aminipila	-1.9439348178462843	0.0105779104046363	Genus	NAFLD	KB51	edgeR
Muribaculum	2.252407816922201	0.01134182293634186	Genus	NAFLD	KB51	edgeR
Pseudomonas	-3.953574643504944	0.01363234104496546	Genus	NAFLD	KB51	edgeR
Pusillimonas (ex Kitahara et al. 2021)	-2.2982451193956788	0.01455173424068735	Genus	NAFLD	KB51	edgeR
Faecalibacillus	2.2701202817749557	0.01506752960734519	Genus	NAFLD	KB51	edgeR
Massilistercora	-2.79325443757354	0.01696039110040044	Genus	NAFLD	KB51	edgeR
Paeniclostridium	2.2028333107022147	0.01921428390377896	Genus	NAFLD	KB51	edgeR
Gemella	1.9734185907960355	0.01924488812679309	Genus	NAFLD	KB51	edgeR
Collinsella	2.318310296920224	0.02088003161301816	Genus	NAFLD	KB51	edgeR
Oscillibacter	-1.8630937089879	0.02098899359465553	Genus	NAFLD	KB51	edgeR
Anaerotignum	-1.9604178544877933	0.02127629761744389	Genus	NAFLD	KB51	edgeR
Gardnerella	-1.725698378629608	0.02148762147042894	Genus	NAFLD	KB51	edgeR
Methylorubrum	2.272380137010229	0.02423455427080705	Genus	NAFLD	KB51	edgeR
Lachnoclostridium	-1.906938252072142	0.02568457858609727	Genus	NAFLD	KB51	edgeR
Parolsenella	1.9309169835771245	0.02808322349136556	Genus	NAFLD	KB51	edgeR
Bradyrhizobium	2.369827547192327	0.02965766299288269	Genus	NAFLD	KB51	edgeR
Anaerococcus	-2.6691183592640746	0.02976284931638939	Genus	NAFLD	KB51	edgeR
Blautia	1.598341739094164	0.03030214288919193	Genus	NAFLD	KB51	edgeR
Mediterraneibacter	1.426525092662912	0.03107105820531603	Genus	NAFLD	KB51	edgeR
Longibaculum	1.878829729364452	0.03129267405695205	Genus	NAFLD	KB51	edgeR
Phascolarctobacterium	-2.7456547487387177	0.03164616940431726	Genus	NAFLD	KB51	edgeR
Novisyntrophococcus	1.679769211888393	0.03658722111809781	Genus	NAFLD	KB51	edgeR
Ndongobacter	-1.5531786790991795	0.03908727515860291	Genus	NAFLD	KB51	edgeR
Parvimonas	-2.271140827500972	0.03944958945205416	Genus	NAFLD	KB51	edgeR
Flintibacter	-2.3230145823822204	0.04131956347640452	Genus	NAFLD	KB51	edgeR
Flavonifractor	-4.2706803696724975	1.5988749027551109e-6	Genus	NAFLD	MOTUS	edgeR
Clostridiales gen. [Clostridium/Eubacterium]	-5.091034977153983	9.005047211821576e-6	Genus	NAFLD	MOTUS	edgeR
Hungatella	-3.848078079640936	6.726718093751159e-5	Genus	NAFLD	MOTUS	edgeR
Sutterella	-3.206957691450528	4.2482634253270305e-4	Genus	NAFLD	MOTUS	edgeR
Tyzzerella	-4.028670567856137	7.165290650169323e-4	Genus	NAFLD	MOTUS	edgeR
Firmicutes gen. [Catenibacterium/Roseburia]	3.170732370508125	7.463534341574384e-4	Genus	NAFLD	MOTUS	edgeR
Anaerotignum	-3.9142502351933928	7.463534341574384e-4	Genus	NAFLD	MOTUS	edgeR
Bacteroides	-2.45722686213221	0.0015089236697825	Genus	NAFLD	MOTUS	edgeR
Desulfovibrio	-2.20318929990142	0.00643912009719086	Genus	NAFLD	MOTUS	edgeR
Peptostreptococcaceae gen. incertae sedis	2.010689364532789	0.00643912009719086	Genus	NAFLD	MOTUS	edgeR
Parabacteroides	-2.3660424940784637	0.00652417915693536	Genus	NAFLD	MOTUS	edgeR
Barnesiella	-2.6706458534957327	0.00652417915693536	Genus	NAFLD	MOTUS	edgeR
Saccharibacteria gen. incertae sedis	1.7419652382550446	0.00652417915693536	Genus	NAFLD	MOTUS	edgeR
Oscillibacter	-2.178191581809975	0.00720590148171336	Genus	NAFLD	MOTUS	edgeR
Bacteroidales gen. incertae sedis	-2.3953209543073455	0.00923669516458086	Genus	NAFLD	MOTUS	edgeR
Actinomyces	1.647684980533052	0.01012115730991126	Genus	NAFLD	MOTUS	edgeR
Fusicatenibacter	2.47804811240587	0.01239334682551183	Genus	NAFLD	MOTUS	edgeR
Holdemanella	3.0110055388160433	0.01241837314854362	Genus	NAFLD	MOTUS	edgeR
Prevotella	-3.0031491750328936	0.01241837314854362	Genus	NAFLD	MOTUS	edgeR
Veillonellaceae gen. incertae sedis	-1.9604078570453465	0.01241837314854362	Genus	NAFLD	MOTUS	edgeR
Intestinimonas	-1.7051400872794322	0.0156761031027867	Genus	NAFLD	MOTUS	edgeR
Lactobacillus	2.9406838977825256	0.0156761031027867	Genus	NAFLD	MOTUS	edgeR
Phascolarctobacterium	-2.5862028937832835	0.0156761031027867	Genus	NAFLD	MOTUS	edgeR
Clostridiales gen. [Ruminococcus/Blautia]	1.8067057728479887	0.02388374569222879	Genus	NAFLD	MOTUS	edgeR
Firmicutes gen. [Carnobacterium/Phascolarctobacterium]	-2.38026509168083	0.02951898183430356	Genus	NAFLD	MOTUS	edgeR
Clostridiales gen. [Sellimonas/Drancourtella]	-2.0009113341240443	0.02951898183430356	Genus	NAFLD	MOTUS	edgeR
Blautia	1.2926614607653075	0.03237205341896034	Genus	NAFLD	MOTUS	edgeR
Streptococcus	1.5841765617331147	0.033458146242697	Genus	NAFLD	MOTUS	edgeR
Collinsella	1.6557915751884469	0.0422550754761079	Genus	NAFLD	MOTUS	edgeR
Campylobacteraceae	-10.83079689601353	4.620343722983227e-7	Family	NAFLD	MPA_db2019	edgeR
Prevotellaceae	-3.8535275978025183	0.01075330211665745	Family	NAFLD	MPA_db2019	edgeR
Atopobiaceae	4.210619384292146	0.01075330211665745	Family	NAFLD	MPA_db2019	edgeR
Actinomycetaceae	4.742688110569979	0.01075330211665745	Family	NAFLD	MPA_db2019	edgeR
Tissierellia unclassified	-5.477042393480189	0.01075330211665745	Family	NAFLD	MPA_db2019	edgeR
Proteobacteria unclassified	5.822661811092403	0.01075330211665745	Family	NAFLD	MPA_db2019	edgeR
Bacteroidaceae	-2.358713525446073	0.01749983321683819	Family	NAFLD	MPA_db2019	edgeR
Sanguibacteraceae	12.6122615844175	5.856851700817683e-9	Family	NAFLD	MPA_db2022	edgeR
Campylobacteraceae	-8.03759486475246	7.83232953116767e-7	Family	NAFLD	MPA_db2022	edgeR
Nanogingivalaceae	6.730301814952696	9.737725048635276e-4	Family	NAFLD	MPA_db2022	edgeR
FGB72924	-6.356907381827488	0.0110810951676043	Family	NAFLD	MPA_db2022	edgeR
Bacteroidaceae	-2.711283631676133	0.01115384052653299	Family	NAFLD	MPA_db2022	edgeR
FGB76046	-5.550391668218355	0.01272258462389847	Family	NAFLD	MPA_db2022	edgeR
FGB2954	-4.6860196097702005	0.01272258462389847	Family	NAFLD	MPA_db2022	edgeR
FGB12107	6.145515499363696	0.01272258462389847	Family	NAFLD	MPA_db2022	edgeR
FGB4881	5.333786185148464	0.01272258462389847	Family	NAFLD	MPA_db2022	edgeR
Bacillales unclassified	4.932213771699927	0.01272258462389847	Family	NAFLD	MPA_db2022	edgeR
FGB1292	5.060854816294016	0.01272258462389847	Family	NAFLD	MPA_db2022	edgeR
FGB618	-5.193994225561862	0.01857453857728511	Family	NAFLD	MPA_db2022	edgeR
FGB540	4.854969164142065	0.02256355878165467	Family	NAFLD	MPA_db2022	edgeR
Saccharibacteria unclassified	4.5310106056651	0.02412834417227816	Family	NAFLD	MPA_db2022	edgeR
Sutterellaceae	-4.024842129350287	0.0342013566004695	Family	NAFLD	MPA_db2022	edgeR
Lactobacillaceae	4.093661717775037	0.0413138855406935	Family	NAFLD	MPA_db2022	edgeR
Carnobacteriaceae	10.729157856308994	3.8124632873952926e-8	Family	NAFLD	MPA_db2023	edgeR
FGB1374	-10.488358508903042	1.2640616213135814e-7	Family	NAFLD	MPA_db2023	edgeR
Campylobacteraceae	-9.172444155216835	1.4519878605546874e-7	Family	NAFLD	MPA_db2023	edgeR
FGB9272	-7.314481228715136	5.718963115240671e-5	Family	NAFLD	MPA_db2023	edgeR
FGB1380	8.703634024745893	4.784653754055387e-4	Family	NAFLD	MPA_db2023	edgeR
Nanogingivalaceae	6.872657479116837	4.784653754055387e-4	Family	NAFLD	MPA_db2023	edgeR
FGB75721	-6.9491464547836825	4.784653754055387e-4	Family	NAFLD	MPA_db2023	edgeR
Bacteroidaceae	-3.062256883862124	0.00354880524679667	Family	NAFLD	MPA_db2023	edgeR
