run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	library_strategy	run_alias	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title
SRR20002400	SAMN29453795	SRX16043265	PRJNA854811	539655	human skin metagenome	WGS	582314774_CP04262_S68_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR20002400/SRR20002400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR20002400/SRR20002400_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/000/SRR20002400/SRR20002400	Sample 86	Metagenome or environmental sample from human skin metagenome
SRR20002408	SAMN29453742	SRX16043257	PRJNA854811	539655	human skin metagenome	WGS	582177620_CP04262_S144_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/008/SRR20002408/SRR20002408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/008/SRR20002408/SRR20002408_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/008/SRR20002408/SRR20002408	Sample 38	Metagenome or environmental sample from human skin metagenome
SRR20002410	SAMN29453741	SRX16043255	PRJNA854811	539655	human skin metagenome	WGS	582177452_CP04262_S113_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/010/SRR20002410/SRR20002410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/010/SRR20002410/SRR20002410_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/010/SRR20002410/SRR20002410	Sample 37	Metagenome or environmental sample from human skin metagenome
SRR20002411	SAMN29453740	SRX16043254	PRJNA854811	539655	human skin metagenome	WGS	582177327_CP04262_S107_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/011/SRR20002411/SRR20002411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/011/SRR20002411/SRR20002411_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/011/SRR20002411/SRR20002411	Sample 36	Metagenome or environmental sample from human skin metagenome
SRR20002412	SAMN29453739	SRX16043253	PRJNA854811	539655	human skin metagenome	WGS	582177304_CP04262_S137_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/012/SRR20002412/SRR20002412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/012/SRR20002412/SRR20002412_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/012/SRR20002412/SRR20002412	Sample 35	Metagenome or environmental sample from human skin metagenome
SRR20002413	SAMN29453738	SRX16043252	PRJNA854811	539655	human skin metagenome	WGS	582177255_CP04262_S138_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/013/SRR20002413/SRR20002413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/013/SRR20002413/SRR20002413_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/013/SRR20002413/SRR20002413	Sample 34	Metagenome or environmental sample from human skin metagenome
SRR20002421	SAMN29453731	SRX16043244	PRJNA854811	539655	human skin metagenome	WGS	582175547_CP04262_S117_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/021/SRR20002421/SRR20002421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/021/SRR20002421/SRR20002421_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/021/SRR20002421/SRR20002421	Sample 28	Metagenome or environmental sample from human skin metagenome
SRR20002423	SAMN29453714	SRX16043242	PRJNA854811	539655	human skin metagenome	WGS	582380052_CP04262_S56_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/023/SRR20002423/SRR20002423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/023/SRR20002423/SRR20002423_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/023/SRR20002423/SRR20002423	Sample 146	Metagenome or environmental sample from human skin metagenome
SRR20002425	SAMN29453712	SRX16043240	PRJNA854811	539655	human skin metagenome	WGS	582379329_CP04262_S15_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/025/SRR20002425/SRR20002425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/025/SRR20002425/SRR20002425_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/025/SRR20002425/SRR20002425	Sample 144	Metagenome or environmental sample from human skin metagenome
SRR20002428	SAMN29453710	SRX16043237	PRJNA854811	539655	human skin metagenome	WGS	582376203_CP04262_S20_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/028/SRR20002428/SRR20002428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/028/SRR20002428/SRR20002428_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/028/SRR20002428/SRR20002428	Sample 142	Metagenome or environmental sample from human skin metagenome
SRR20002429	SAMN29453709	SRX16043236	PRJNA854811	539655	human skin metagenome	WGS	582376174_CP04262_S102_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/029/SRR20002429/SRR20002429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/029/SRR20002429/SRR20002429_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/029/SRR20002429/SRR20002429	Sample 141	Metagenome or environmental sample from human skin metagenome
SRR20002432	SAMN29453706	SRX16043233	PRJNA854811	539655	human skin metagenome	WGS	582375875_CP04262_S19_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/032/SRR20002432/SRR20002432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/032/SRR20002432/SRR20002432_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/032/SRR20002432/SRR20002432	Sample 139	Metagenome or environmental sample from human skin metagenome
SRR20002433	SAMN29453705	SRX16043232	PRJNA854811	539655	human skin metagenome	WGS	582375742_CP04262_S149_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/033/SRR20002433/SRR20002433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/033/SRR20002433/SRR20002433_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/033/SRR20002433/SRR20002433	Sample 138	Metagenome or environmental sample from human skin metagenome
SRR20002434	SAMN29453704	SRX16043231	PRJNA854811	539655	human skin metagenome	WGS	582375693_CP04262_S5_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/034/SRR20002434/SRR20002434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/034/SRR20002434/SRR20002434_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/034/SRR20002434/SRR20002434	Sample 137	Metagenome or environmental sample from human skin metagenome
SRR20002436	SAMN29453702	SRX16043229	PRJNA854811	539655	human skin metagenome	WGS	582375582_CP04262_S152_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/036/SRR20002436/SRR20002436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/036/SRR20002436/SRR20002436_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/036/SRR20002436/SRR20002436	Sample 135	Metagenome or environmental sample from human skin metagenome
SRR20002437	SAMN29453666	SRX16043228	PRJNA854811	539655	human skin metagenome	WGS	582323377_CP04262_S93_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/037/SRR20002437/SRR20002437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/037/SRR20002437/SRR20002437_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/037/SRR20002437/SRR20002437	Sample 102	Metagenome or environmental sample from human skin metagenome
SRR20002438	SAMN29453790	SRX16043227	PRJNA854811	539655	human skin metagenome	WGS	582311433_CP04262_S90_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/038/SRR20002438/SRR20002438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/038/SRR20002438/SRR20002438_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/038/SRR20002438/SRR20002438	Sample 81	Metagenome or environmental sample from human skin metagenome
SRR20002440	SAMN29453788	SRX16043225	PRJNA854811	539655	human skin metagenome	WGS	4000014045_CP04262_S18_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/040/SRR20002440/SRR20002440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/040/SRR20002440/SRR20002440_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/040/SRR20002440/SRR20002440	Sample 8	Metagenome or environmental sample from human skin metagenome
SRR20002441	SAMN29453787	SRX16043224	PRJNA854811	539655	human skin metagenome	WGS	582311363_CP04262_S52_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/041/SRR20002441/SRR20002441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/041/SRR20002441/SRR20002441_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/041/SRR20002441/SRR20002441	Sample 79	Metagenome or environmental sample from human skin metagenome
SRR20002443	SAMN29453785	SRX16043222	PRJNA854811	539655	human skin metagenome	WGS	582278239_CP04262_S134_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/043/SRR20002443/SRR20002443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/043/SRR20002443/SRR20002443_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/043/SRR20002443/SRR20002443	Sample 77	Metagenome or environmental sample from human skin metagenome
SRR20002444	SAMN29453784	SRX16043221	PRJNA854811	539655	human skin metagenome	WGS	582278213_CP04262_S130_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/044/SRR20002444/SRR20002444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/044/SRR20002444/SRR20002444_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/044/SRR20002444/SRR20002444	Sample 76	Metagenome or environmental sample from human skin metagenome
SRR20002446	SAMN29453782	SRX16043219	PRJNA854811	539655	human skin metagenome	WGS	582246478_CP04262_S95_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/046/SRR20002446/SRR20002446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/046/SRR20002446/SRR20002446_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/046/SRR20002446/SRR20002446	Sample 74	Metagenome or environmental sample from human skin metagenome
SRR20002447	SAMN29453674	SRX16043218	PRJNA854811	539655	human skin metagenome	WGS	4000025873_CP04262_S30_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/047/SRR20002447/SRR20002447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/047/SRR20002447/SRR20002447_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/047/SRR20002447/SRR20002447	Sample 11	Metagenome or environmental sample from human skin metagenome
SRR20002448	SAMN29453781	SRX16043217	PRJNA854811	539655	human skin metagenome	WGS	582237051_CP04262_S146_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/048/SRR20002448/SRR20002448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/048/SRR20002448/SRR20002448_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/048/SRR20002448/SRR20002448	Sample 73	Metagenome or environmental sample from human skin metagenome
SRR20002449	SAMN29453780	SRX16043216	PRJNA854811	539655	human skin metagenome	WGS	582237031_CP04262_S98_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/049/SRR20002449/SRR20002449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/049/SRR20002449/SRR20002449_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/049/SRR20002449/SRR20002449	Sample 72	Metagenome or environmental sample from human skin metagenome
SRR20002455	SAMN29453774	SRX16043210	PRJNA854811	539655	human skin metagenome	WGS	582236713_CP04262_S147_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/055/SRR20002455/SRR20002455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/055/SRR20002455/SRR20002455_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/055/SRR20002455/SRR20002455	Sample 67	Metagenome or environmental sample from human skin metagenome
SRR20002456	SAMN29453773	SRX16043209	PRJNA854811	539655	human skin metagenome	WGS	582189310_CP04262_S105_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/056/SRR20002456/SRR20002456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/056/SRR20002456/SRR20002456_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/056/SRR20002456/SRR20002456	Sample 66	Metagenome or environmental sample from human skin metagenome
SRR20002458	SAMN29453673	SRX16043207	PRJNA854811	539655	human skin metagenome	WGS	582325885_CP04262_S66_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/058/SRR20002458/SRR20002458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/058/SRR20002458/SRR20002458_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/058/SRR20002458/SRR20002458	Sample 109	Metagenome or environmental sample from human skin metagenome
SRR20002461	SAMN29453769	SRX16043204	PRJNA854811	539655	human skin metagenome	WGS	582188722_CP04262_S135_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/061/SRR20002461/SRR20002461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/061/SRR20002461/SRR20002461_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/061/SRR20002461/SRR20002461	Sample 62	Metagenome or environmental sample from human skin metagenome
SRR20002466	SAMN29453764	SRX16043199	PRJNA854811	539655	human skin metagenome	WGS	582188548_CP04262_S64_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/066/SRR20002466/SRR20002466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/066/SRR20002466/SRR20002466_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/066/SRR20002466/SRR20002466	Sample 58	Metagenome or environmental sample from human skin metagenome
SRR20002468	SAMN29453762	SRX16043197	PRJNA854811	539655	human skin metagenome	WGS	582186963_CP04262_S131_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/068/SRR20002468/SRR20002468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/068/SRR20002468/SRR20002468_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/068/SRR20002468/SRR20002468	Sample 56	Metagenome or environmental sample from human skin metagenome
SRR20002469	SAMN29453672	SRX16043196	PRJNA854811	539655	human skin metagenome	WGS	582325728_CP04262_S77_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/069/SRR20002469/SRR20002469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/069/SRR20002469/SRR20002469_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/069/SRR20002469/SRR20002469	Sample 108	Metagenome or environmental sample from human skin metagenome
SRR20002473	SAMN29453727	SRX16043192	PRJNA854811	539655	human skin metagenome	WGS	582175431_CP04262_S143_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/073/SRR20002473/SRR20002473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/073/SRR20002473/SRR20002473_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/073/SRR20002473/SRR20002473	Sample 24	Metagenome or environmental sample from human skin metagenome
SRR20002486	SAMN29453663	SRX16043179	PRJNA854811	539655	human skin metagenome	WGS	4000018947_CP04262_S17_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/086/SRR20002486/SRR20002486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/086/SRR20002486/SRR20002486_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/086/SRR20002486/SRR20002486	Sample 10	Metagenome or environmental sample from human skin metagenome
SRR20002341	SAMN29453758	SRX16043324	PRJNA854811	539655	human skin metagenome	WGS	582186099_CP04262_S50_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/041/SRR20002341/SRR20002341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/041/SRR20002341/SRR20002341_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/041/SRR20002341/SRR20002341	Sample 52	Metagenome or environmental sample from human skin metagenome
SRR20002342	SAMN29453757	SRX16043323	PRJNA854811	539655	human skin metagenome	WGS	582186090_CP04262_S41_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/042/SRR20002342/SRR20002342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/042/SRR20002342/SRR20002342_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/042/SRR20002342/SRR20002342	Sample 51	Metagenome or environmental sample from human skin metagenome
SRR20002343	SAMN29453756	SRX16043322	PRJNA854811	539655	human skin metagenome	WGS	582186080_CP04262_S44_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/043/SRR20002343/SRR20002343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/043/SRR20002343/SRR20002343_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/043/SRR20002343/SRR20002343	Sample 50	Metagenome or environmental sample from human skin metagenome
SRR20002350	SAMN29453750	SRX16043315	PRJNA854811	539655	human skin metagenome	WGS	582178579_CP04262_S142_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/050/SRR20002350/SRR20002350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/050/SRR20002350/SRR20002350_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/050/SRR20002350/SRR20002350	Sample 45	Metagenome or environmental sample from human skin metagenome
SRR20002351	SAMN29453749	SRX16043314	PRJNA854811	539655	human skin metagenome	WGS	582178560_CP04262_S139_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/051/SRR20002351/SRR20002351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/051/SRR20002351/SRR20002351_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/051/SRR20002351/SRR20002351	Sample 44	Metagenome or environmental sample from human skin metagenome
SRR20002354	SAMN29453746	SRX16043311	PRJNA854811	539655	human skin metagenome	WGS	582178312_CP04262_S114_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/054/SRR20002354/SRR20002354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/054/SRR20002354/SRR20002354_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/054/SRR20002354/SRR20002354	Sample 41	Metagenome or environmental sample from human skin metagenome
SRR20002355	SAMN29453745	SRX16043310	PRJNA854811	539655	human skin metagenome	WGS	582178309_CP04262_S109_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/055/SRR20002355/SRR20002355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/055/SRR20002355/SRR20002355_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/055/SRR20002355/SRR20002355	Sample 40	Metagenome or environmental sample from human skin metagenome
SRR20002357	SAMN29453700	SRX16043308	PRJNA854811	539655	human skin metagenome	WGS	582372773_CP04262_S81_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/057/SRR20002357/SRR20002357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/057/SRR20002357/SRR20002357_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/057/SRR20002357/SRR20002357	Sample 133	Metagenome or environmental sample from human skin metagenome
SRR20002360	SAMN29453697	SRX16043305	PRJNA854811	539655	human skin metagenome	WGS	582372504_CP04262_S13_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/060/SRR20002360/SRR20002360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/060/SRR20002360/SRR20002360_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/060/SRR20002360/SRR20002360	Sample 130	Metagenome or environmental sample from human skin metagenome
SRR20002363	SAMN29453694	SRX16043302	PRJNA854811	539655	human skin metagenome	WGS	582355674_CP04262_S84_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/063/SRR20002363/SRR20002363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/063/SRR20002363/SRR20002363_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/063/SRR20002363/SRR20002363	Sample 128	Metagenome or environmental sample from human skin metagenome
SRR20002366	SAMN29453665	SRX16043299	PRJNA854811	539655	human skin metagenome	WGS	582323337_CP04262_S100_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/066/SRR20002366/SRR20002366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/066/SRR20002366/SRR20002366_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/066/SRR20002366/SRR20002366	Sample 101	Metagenome or environmental sample from human skin metagenome
SRR20002367	SAMN29453691	SRX16043298	PRJNA854811	539655	human skin metagenome	WGS	582354692_CP04262_S4_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/067/SRR20002367/SRR20002367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/067/SRR20002367/SRR20002367_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/067/SRR20002367/SRR20002367	Sample 125	Metagenome or environmental sample from human skin metagenome
SRR20002368	SAMN29453690	SRX16043297	PRJNA854811	539655	human skin metagenome	WGS	582354645_CP04262_S67_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/068/SRR20002368/SRR20002368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/068/SRR20002368/SRR20002368_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/068/SRR20002368/SRR20002368	Sample 124	Metagenome or environmental sample from human skin metagenome
SRR20002369	SAMN29453689	SRX16043296	PRJNA854811	539655	human skin metagenome	WGS	582354536_CP04262_S73_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/069/SRR20002369/SRR20002369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/069/SRR20002369/SRR20002369_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/069/SRR20002369/SRR20002369	Sample 123	Metagenome or environmental sample from human skin metagenome
SRR20002371	SAMN29453687	SRX16043294	PRJNA854811	539655	human skin metagenome	WGS	582354400_CP04262_S7_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/071/SRR20002371/SRR20002371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/071/SRR20002371/SRR20002371_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/071/SRR20002371/SRR20002371	Sample 121	Metagenome or environmental sample from human skin metagenome
SRR20002372	SAMN29453761	SRX16043293	PRJNA854811	539655	human skin metagenome	WGS	582186946_CP04262_S132_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/072/SRR20002372/SRR20002372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/072/SRR20002372/SRR20002372_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/072/SRR20002372/SRR20002372	Sample 55	Metagenome or environmental sample from human skin metagenome
SRR20002373	SAMN29453760	SRX16043292	PRJNA854811	539655	human skin metagenome	WGS	582186122_CP04262_S49_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/073/SRR20002373/SRR20002373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/073/SRR20002373/SRR20002373_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/073/SRR20002373/SRR20002373	Sample 54	Metagenome or environmental sample from human skin metagenome
SRR20002374	SAMN29453686	SRX16043291	PRJNA854811	539655	human skin metagenome	WGS	582353810_CP04262_S58_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/074/SRR20002374/SRR20002374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/074/SRR20002374/SRR20002374_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/074/SRR20002374/SRR20002374	Sample 120	Metagenome or environmental sample from human skin metagenome
SRR20002376	SAMN29453684	SRX16043289	PRJNA854811	539655	human skin metagenome	WGS	582353495_CP04262_S80_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/076/SRR20002376/SRR20002376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/076/SRR20002376/SRR20002376_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/076/SRR20002376/SRR20002376	Sample 119	Metagenome or environmental sample from human skin metagenome
SRR20002380	SAMN29453681	SRX16043285	PRJNA854811	539655	human skin metagenome	WGS	582345081_CP04262_S82_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/080/SRR20002380/SRR20002380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/080/SRR20002380/SRR20002380_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/080/SRR20002380/SRR20002380	Sample 116	Metagenome or environmental sample from human skin metagenome
SRR20002381	SAMN29453680	SRX16043284	PRJNA854811	539655	human skin metagenome	WGS	582344943_CP04262_S37_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/081/SRR20002381/SRR20002381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/081/SRR20002381/SRR20002381_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR200/081/SRR20002381/SRR20002381	Sample 115	Metagenome or environmental sample from human skin metagenome
