run_accession	study_accession	library_name	library_strategy	run_alias	fastq_ftp	sample_alias	sample_title
SRR19064537	PRJNA834801	DP413	WGS	DP413_UAB832_S14_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/037/SRR19064537/SRR19064537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/037/SRR19064537/SRR19064537_2.fastq.gz	DP413	human gut metagenome
SRR19064539	PRJNA834801	DP409	WGS	DP409_UAB832_S11_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/039/SRR19064539/SRR19064539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/039/SRR19064539/SRR19064539_2.fastq.gz	DP409	human gut metagenome
SRR19064551	PRJNA834801	DP397	WGS	DP397_UAB832_S84_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/051/SRR19064551/SRR19064551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/051/SRR19064551/SRR19064551_2.fastq.gz	DP397	human gut metagenome
SRR19064553	PRJNA834801	DP393	WGS	DP393_UAB832_S81_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/053/SRR19064553/SRR19064553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/053/SRR19064553/SRR19064553_2.fastq.gz	DP393	human gut metagenome
SRR19064554	PRJNA834801	DP392	WGS	DP392_UAB832_S80_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/054/SRR19064554/SRR19064554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/054/SRR19064554/SRR19064554_2.fastq.gz	DP392	human gut metagenome
SRR19064555	PRJNA834801	DP396	WGS	DP396_UAB832_S83_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/055/SRR19064555/SRR19064555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/055/SRR19064555/SRR19064555_2.fastq.gz	DP396	human gut metagenome
SRR19064557	PRJNA834801	DC072	WGS	DC072_S280_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/057/SRR19064557/SRR19064557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/057/SRR19064557/SRR19064557_2.fastq.gz	DC072	human gut metagenome
SRR19064558	PRJNA834801	DP316	WGS	DP316_UAB832_S3_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/058/SRR19064558/SRR19064558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/058/SRR19064558/SRR19064558_2.fastq.gz	DP316	human gut metagenome
SRR19064559	PRJNA834801	DP313	WGS	DP313_UAB832_S2_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/059/SRR19064559/SRR19064559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/059/SRR19064559/SRR19064559_2.fastq.gz	DP313	human gut metagenome
SRR19064562	PRJNA834801	DC066	WGS	DC066_S249_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/062/SRR19064562/SRR19064562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/062/SRR19064562/SRR19064562_2.fastq.gz	DC066	human gut metagenome
SRR19064564	PRJNA834801	DP308	WGS	DP308_S376_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/064/SRR19064564/SRR19064564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/064/SRR19064564/SRR19064564_2.fastq.gz	DP308	human gut metagenome
SRR19064566	PRJNA834801	DP305	WGS	DP305_S373_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/066/SRR19064566/SRR19064566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/066/SRR19064566/SRR19064566_2.fastq.gz	DP305	human gut metagenome
SRR19064569	PRJNA834801	DP301	WGS	DP301_S350_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/069/SRR19064569/SRR19064569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/069/SRR19064569/SRR19064569_2.fastq.gz	DP301	human gut metagenome
SRR19064571	PRJNA834801	DP303	WGS	DP303_S371_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/071/SRR19064571/SRR19064571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/071/SRR19064571/SRR19064571_2.fastq.gz	DP303	human gut metagenome
SRR19064572	PRJNA834801	DP299	WGS	DP299_S348_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/072/SRR19064572/SRR19064572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/072/SRR19064572/SRR19064572_2.fastq.gz	DP299	human gut metagenome
SRR19064573	PRJNA834801	DP297	WGS	DP297_S340_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/073/SRR19064573/SRR19064573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/073/SRR19064573/SRR19064573_2.fastq.gz	DP297	human gut metagenome
SRR19064577	PRJNA834801	DP293	WGS	DP293_S330_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/077/SRR19064577/SRR19064577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/077/SRR19064577/SRR19064577_2.fastq.gz	DP293	human gut metagenome
SRR19064578	PRJNA834801	DP207	WGS	DP207_S205_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/078/SRR19064578/SRR19064578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/078/SRR19064578/SRR19064578_2.fastq.gz	DP207	human gut metagenome
SRR19064582	PRJNA834801	DP203	WGS	DP203_S201_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/082/SRR19064582/SRR19064582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/082/SRR19064582/SRR19064582_2.fastq.gz	DP203	human gut metagenome
SRR19064585	PRJNA834801	DP199	WGS	DP199_S197_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/085/SRR19064585/SRR19064585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/085/SRR19064585/SRR19064585_2.fastq.gz	DP199	human gut metagenome
SRR19064592	PRJNA834801	DP192	WGS	DP192_S190_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/092/SRR19064592/SRR19064592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/092/SRR19064592/SRR19064592_2.fastq.gz	DP192	human gut metagenome
SRR19064598	PRJNA834801	DP185	WGS	DP185_S183_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/098/SRR19064598/SRR19064598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/098/SRR19064598/SRR19064598_2.fastq.gz	DP185	human gut metagenome
SRR19064602	PRJNA834801	DP131	WGS	DP131_S130_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/002/SRR19064602/SRR19064602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/002/SRR19064602/SRR19064602_2.fastq.gz	DP131	human gut metagenome
SRR19064603	PRJNA834801	DP130	WGS	DP130_S129_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/003/SRR19064603/SRR19064603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/003/SRR19064603/SRR19064603_2.fastq.gz	DP130	human gut metagenome
SRR19064608	PRJNA834801	DP122	WGS	DP122_S121_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/008/SRR19064608/SRR19064608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/008/SRR19064608/SRR19064608_2.fastq.gz	DP122	human gut metagenome
SRR19064609	PRJNA834801	DP121	WGS	DP121_S120_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/009/SRR19064609/SRR19064609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/009/SRR19064609/SRR19064609_2.fastq.gz	DP121	human gut metagenome
SRR19064612	PRJNA834801	DP117	WGS	DP117_S116_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/012/SRR19064612/SRR19064612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/012/SRR19064612/SRR19064612_2.fastq.gz	DP117	human gut metagenome
SRR19064613	PRJNA834801	DP120	WGS	DP120_S119_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/013/SRR19064613/SRR19064613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/013/SRR19064613/SRR19064613_2.fastq.gz	DP120	human gut metagenome
SRR19064614	PRJNA834801	DP116	WGS	DP116_S115_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/014/SRR19064614/SRR19064614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/014/SRR19064614/SRR19064614_2.fastq.gz	DP116	human gut metagenome
SRR19064615	PRJNA834801	DP115	WGS	DP115_S114_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/015/SRR19064615/SRR19064615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/015/SRR19064615/SRR19064615_2.fastq.gz	DP115	human gut metagenome
SRR19064619	PRJNA834801	DP110	WGS	DP110_S109_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/019/SRR19064619/SRR19064619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/019/SRR19064619/SRR19064619_2.fastq.gz	DP110	human gut metagenome
SRR19064620	PRJNA834801	DP109	WGS	DP109_S108_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/020/SRR19064620/SRR19064620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/020/SRR19064620/SRR19064620_2.fastq.gz	DP109	human gut metagenome
SRR19064621	PRJNA834801	DP081	WGS	DP081_S80_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/021/SRR19064621/SRR19064621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/021/SRR19064621/SRR19064621_2.fastq.gz	DP081	human gut metagenome
SRR19064629	PRJNA834801	DP073	WGS	DP073_S72_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19064629/SRR19064629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19064629/SRR19064629_2.fastq.gz	DP073	human gut metagenome
SRR19064630	PRJNA834801	DP072	WGS	DP072_S71_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/030/SRR19064630/SRR19064630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/030/SRR19064630/SRR19064630_2.fastq.gz	DP072	human gut metagenome
SRR19064637	PRJNA834801	DP066	WGS	DP066_S65_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/037/SRR19064637/SRR19064637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/037/SRR19064637/SRR19064637_2.fastq.gz	DP066	human gut metagenome
SRR19064640	PRJNA834801	DP064	WGS	DP064_S63_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/040/SRR19064640/SRR19064640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/040/SRR19064640/SRR19064640_2.fastq.gz	DP064	human gut metagenome
SRR19064644	PRJNA834801	DC277	WGS	DC277_UAB832_S27_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/044/SRR19064644/SRR19064644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/044/SRR19064644/SRR19064644_2.fastq.gz	DC277	human gut metagenome
SRR19064649	PRJNA834801	DC270	WGS	DC270_UAB832_S91_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/049/SRR19064649/SRR19064649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/049/SRR19064649/SRR19064649_2.fastq.gz	DC270	human gut metagenome
SRR19064654	PRJNA834801	DC267	WGS	DC267_UAB832_S88_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/054/SRR19064654/SRR19064654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/054/SRR19064654/SRR19064654_2.fastq.gz	DC267	human gut metagenome
SRR19064660	PRJNA834801	DC257	WGS	DC257_UAB832_S56_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/060/SRR19064660/SRR19064660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/060/SRR19064660/SRR19064660_2.fastq.gz	DC257	human gut metagenome
SRR19064662	PRJNA834801	DC254	WGS	DC254_UAB832_S54_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/062/SRR19064662/SRR19064662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/062/SRR19064662/SRR19064662_2.fastq.gz	DC254	human gut metagenome
SRR19064664	PRJNA834801	DC024	WGS	DC024_S124_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/064/SRR19064664/SRR19064664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/064/SRR19064664/SRR19064664_2.fastq.gz	DC024	human gut metagenome
SRR19064667	PRJNA834801	DC248	WGS	DC248_UAB832_S50_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/067/SRR19064667/SRR19064667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/067/SRR19064667/SRR19064667_2.fastq.gz	DC248	human gut metagenome
SRR19064668	PRJNA834801	DC247	WGS	DC247_UAB832_S49_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/068/SRR19064668/SRR19064668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/068/SRR19064668/SRR19064668_2.fastq.gz	DC247	human gut metagenome
SRR19064671	PRJNA834801	DC244	WGS	DC244_UAB832_S21_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/071/SRR19064671/SRR19064671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/071/SRR19064671/SRR19064671_2.fastq.gz	DC244	human gut metagenome
SRR19064676	PRJNA834801	DC235	WGS	DC235_UAB832_S95_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/076/SRR19064676/SRR19064676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/076/SRR19064676/SRR19064676_2.fastq.gz	DC235	human gut metagenome
SRR19064679	PRJNA834801	DC231	WGS	DC231_UAB832_S92_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/079/SRR19064679/SRR19064679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/079/SRR19064679/SRR19064679_2.fastq.gz	DC231	human gut metagenome
SRR19064681	PRJNA834801	DC229	WGS	DC229_UAB832_S81_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/081/SRR19064681/SRR19064681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/081/SRR19064681/SRR19064681_2.fastq.gz	DC229	human gut metagenome
SRR19064683	PRJNA834801	DC177	WGS	DC177_UAB832_S35_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/083/SRR19064683/SRR19064683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/083/SRR19064683/SRR19064683_2.fastq.gz	DC177	human gut metagenome
SRR19064685	PRJNA834801	DC175	WGS	DC175_UAB832_S33_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/085/SRR19064685/SRR19064685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/085/SRR19064685/SRR19064685_2.fastq.gz	DC175	human gut metagenome
SRR19064689	PRJNA834801	DC171	WGS	DC171_UAB832_S29_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/089/SRR19064689/SRR19064689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/089/SRR19064689/SRR19064689_2.fastq.gz	DC171	human gut metagenome
SRR19064690	PRJNA834801	DC018	WGS	DC018_S98_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/090/SRR19064690/SRR19064690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/090/SRR19064690/SRR19064690_2.fastq.gz	DC018	human gut metagenome
SRR19064694	PRJNA834801	DC165	WGS	DC165_S370_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/094/SRR19064694/SRR19064694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/094/SRR19064694/SRR19064694_2.fastq.gz	DC165	human gut metagenome
SRR19064698	PRJNA834801	DC162	WGS	DC162_S367_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/098/SRR19064698/SRR19064698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/098/SRR19064698/SRR19064698_2.fastq.gz	DC162	human gut metagenome
SRR19064701	PRJNA834801	DC017	WGS	DC017_S96_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/001/SRR19064701/SRR19064701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/001/SRR19064701/SRR19064701_2.fastq.gz	DC017	human gut metagenome
SRR19064707	PRJNA834801	DC102	WGS	DC102_S309_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/007/SRR19064707/SRR19064707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/007/SRR19064707/SRR19064707_2.fastq.gz	DC102	human gut metagenome
SRR19064708	PRJNA834801	DC101	WGS	DC101_S308_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/008/SRR19064708/SRR19064708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/008/SRR19064708/SRR19064708_2.fastq.gz	DC101	human gut metagenome
SRR19064711	PRJNA834801	SP1112	WGS	SP1112_UAB832_S89_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/011/SRR19064711/SRR19064711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/011/SRR19064711/SRR19064711_2.fastq.gz	SP1112	human gut metagenome
SRR19064712	PRJNA834801	DP646	WGS	DP646_UAB832_S60_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/012/SRR19064712/SRR19064712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/012/SRR19064712/SRR19064712_2.fastq.gz	DP646	human gut metagenome
SRR19064716	PRJNA834801	DP642	WGS	DP642_UAB832_S58_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/016/SRR19064716/SRR19064716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/016/SRR19064716/SRR19064716_2.fastq.gz	DP642	human gut metagenome
SRR19064718	PRJNA834801	DP640	WGS	DP640_UAB832_S56_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/018/SRR19064718/SRR19064718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/018/SRR19064718/SRR19064718_2.fastq.gz	DP640	human gut metagenome
SRR19064722	PRJNA834801	DP634	WGS	DP634_UAB832_S52_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/022/SRR19064722/SRR19064722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/022/SRR19064722/SRR19064722_2.fastq.gz	DP634	human gut metagenome
SRR19064729	PRJNA834801	DP577	WGS	DP577_UAB832_S83_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19064729/SRR19064729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19064729/SRR19064729_2.fastq.gz	DP577	human gut metagenome
SRR19064730	PRJNA834801	DC094	WGS	DC094_S301_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/030/SRR19064730/SRR19064730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/030/SRR19064730/SRR19064730_2.fastq.gz	DC094	human gut metagenome
SRR19064733	PRJNA834801	DP572	WGS	DP572_UAB832_S80_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/033/SRR19064733/SRR19064733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/033/SRR19064733/SRR19064733_2.fastq.gz	DP572	human gut metagenome
SRR19064735	PRJNA834801	DP570	WGS	DP570_UAB832_S78_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/035/SRR19064735/SRR19064735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/035/SRR19064735/SRR19064735_2.fastq.gz	DP570	human gut metagenome
SRR19064737	PRJNA834801	DP568	WGS	DP568_UAB832_S76_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/037/SRR19064737/SRR19064737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/037/SRR19064737/SRR19064737_2.fastq.gz	DP568	human gut metagenome
SRR19064740	PRJNA834801	DP564	WGS	DP564_UAB832_S73_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/040/SRR19064740/SRR19064740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/040/SRR19064740/SRR19064740_2.fastq.gz	DP564	human gut metagenome
SRR19064746	PRJNA834801	DC081	WGS	DC081_S289_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/046/SRR19064746/SRR19064746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/046/SRR19064746/SRR19064746_2.fastq.gz	DC081	human gut metagenome
SRR19064748	PRJNA834801	DP480	WGS	DP480_UAB832_S86_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/048/SRR19064748/SRR19064748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/048/SRR19064748/SRR19064748_2.fastq.gz	DP480	human gut metagenome
SRR19064752	PRJNA834801	DP474	WGS	DP474_UAB832_S71_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/052/SRR19064752/SRR19064752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/052/SRR19064752/SRR19064752_2.fastq.gz	DP474	human gut metagenome
SRR19064756	PRJNA834801	DP351	WGS	DP351_UAB832_S43_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/056/SRR19064756/SRR19064756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/056/SRR19064756/SRR19064756_2.fastq.gz	DP351	human gut metagenome
SRR19064762	PRJNA834801	DC007	WGS	DC007_S44_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/062/SRR19064762/SRR19064762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/062/SRR19064762/SRR19064762_2.fastq.gz	DC007	human gut metagenome
SRR19064765	PRJNA834801	DP344	WGS	DP344_UAB832_S37_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/065/SRR19064765/SRR19064765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/065/SRR19064765/SRR19064765_2.fastq.gz	DP344	human gut metagenome
SRR19064769	PRJNA834801	DP292	WGS	DP292_S328_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/069/SRR19064769/SRR19064769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/069/SRR19064769/SRR19064769_2.fastq.gz	DP292	human gut metagenome
SRR19064770	PRJNA834801	DP295	WGS	DP295_S338_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/070/SRR19064770/SRR19064770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/070/SRR19064770/SRR19064770_2.fastq.gz	DP295	human gut metagenome
SRR19064782	PRJNA834801	DP275	WGS	DP275_S269_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/082/SRR19064782/SRR19064782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/082/SRR19064782/SRR19064782_2.fastq.gz	DP275	human gut metagenome
SRR19064784	PRJNA834801	DP272	WGS	DP272_S266_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/084/SRR19064784/SRR19064784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/084/SRR19064784/SRR19064784_2.fastq.gz	DP272	human gut metagenome
SRR19064789	PRJNA834801	DP269	WGS	DP269_S263_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/089/SRR19064789/SRR19064789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/089/SRR19064789/SRR19064789_2.fastq.gz	DP269	human gut metagenome
SRR19064790	PRJNA834801	DP267	WGS	DP267_S262_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/090/SRR19064790/SRR19064790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/090/SRR19064790/SRR19064790_2.fastq.gz	DP267	human gut metagenome
SRR19064793	PRJNA834801	DP234	WGS	DP234_S232_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/093/SRR19064793/SRR19064793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/093/SRR19064793/SRR19064793_2.fastq.gz	DP234	human gut metagenome
